id,reportingPeriod,state,legalAgencyName,projectType,projectStartDate,projectEndDate,nameOfProgram,fundingAmount
3c3af5a6-7aa0-44e9-a66f-957315606306,2021,Oklahoma,Caddo Tribal Emergency Mgmt,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,15000.00
3a36f824-8525-4b24-a6af-47f5cd87c10e,2021,Oklahoma,Carter County Emergency Mgmt,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,20000.00
9485ecd3-5d43-4bab-9e60-7eb11a190ca7,2021,Oklahoma,Choctaw County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,20000.00
ffc7c22d-61e5-4049-8fbd-5230b09d2789,2021,Oklahoma,Claremore Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,15000.00
958f4412-73de-4b3f-a0e2-ece807f0cde1,2021,Oklahoma,Coal County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,15000.00
10ec44ae-150f-4bee-82a7-b1b70ef5d3a2,2021,Oklahoma,Coalgate Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,15000.00
8bdd2881-6046-4e8c-ab60-64c29fdae8a7,2021,Oklahoma,Comanche County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,40000.00
14690f31-33fd-4d83-be3a-b65246124968,2021,Oklahoma,Cotton County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,15000.00
fc3cd090-1a0d-4091-b14a-47432bf3457e,2021,Oklahoma,Craig County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,25000.00
ba6c12fc-6867-4fd6-bbc0-649fa2dffcb8,2021,Oklahoma,Custer County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,40000.00
6d1db8cd-9acd-4f26-ba42-fa78d437d509,2021,Oklahoma,Delaware County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,10000.00
ba630760-ee78-4a8e-8fa8-c57b6f96372d,2021,Oklahoma,Durant/Bryan County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,40000.00
926e1d2c-8a06-4e88-88e2-11ef20917cd1,2021,Oklahoma,Edmond Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,15000.00
47afb2b9-641b-4b5e-b0ea-da9bf3b2757c,2021,Oklahoma,Ellis County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,20000.00
3821f697-0c5c-480a-bf46-4e13266d13fb,2021,Oklahoma,Garvin County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,20000.00
61498c1e-035f-40a2-a225-8e4a1a228dd6,2021,Oklahoma,Grady County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,30000.00
fb9bdc78-cf3f-49d5-9f7d-60b7e9ca2499,2021,Oklahoma,Greer County/Mangum Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,13486.00
ed1d44a0-8786-4722-9cb3-2f17f2a4db0d,2021,Oklahoma,Jackson County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,15000.00
6faf2568-d897-428c-953b-98f6d341a47f,2021,Oklahoma,Johnston County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,20000.00
869b95a8-f296-49ee-b691-1a3949c05325,2021,Oklahoma,Kingfisher County/City Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2034-08-01T00:00:00.000Z,EMPG,20000.00
3a54d649-4fd3-47f8-ac63-b96796307896,2021,Oklahoma,Kiowa County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,12500.00
43c03c8f-04fd-4b85-9556-3de206a04645,2021,Oklahoma,Latimer County/Wilburton Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,14950.00
c405bbef-2ed8-45cb-8a87-2d44b8d2cca8,2021,Oklahoma,Leflore County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,20000.00
285b3685-bd4b-48b7-91f4-63886750ebb6,2021,Oklahoma,Logan County/Guthrie Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,20000.00
632ca63d-9b8e-426a-92d3-8582d43f2e76,2021,Oklahoma,Marshall County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,15000.00
af77ea8f-a771-4d96-8c90-9524bcaa56d0,2021,Oklahoma,Mayes County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,20000.00
6c25aad3-61d0-46c4-8b1b-06595b218d1a,2021,Oklahoma,McAlester/Pittsburg County Emergency Management,Enhancecapabilitiestorecoverfromallhazardsevents,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,50000.00
eb46686f-f613-4866-ab05-747030a669fa,2021,Oklahoma,McClain County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,20000.00
e1db005f-4c2b-4fc1-9968-a2e790ea915c,2021,Oklahoma,Midwest City Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,20000.00
dbcfa557-54e6-4066-b89b-8c33a27d9c61,2021,Oklahoma,Moore Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,25000.00
79aefaef-2fe5-4a87-9597-fbf9e05f6d5b,2021,Oklahoma,Muskogee City Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,25000.00
9e19a109-0f8f-4dee-b344-b0d311b8cb4a,2021,Oklahoma,Muskogee County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,26126.00
c0f5e395-774b-4acc-8899-62d8c15f0e6a,2021,Oklahoma,Okemah Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,25000.00
cbfb2748-2a98-4afa-8550-c7f740d517be,2021,Oklahoma,Oklahoma City Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,70000.00
76ec3ffe-801f-4434-beca-e6e643cd8f97,2021,Oklahoma,Oklahoma County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,60000.00
174d3fcf-aacd-4e91-b4c5-bb109a4cefab,2021,Oklahoma,Oklahoma Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2023-09-01T00:00:00.000Z,EMPG-ARPA,1467154.00
7503df7f-6d93-44ec-9395-971981b6c401,2021,Oklahoma,Oklahoma Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,3612341.73
e0d6f523-9ea2-4c5e-8597-9b5e11aa8986,2021,Oklahoma,Okmulgee County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,25000.00
d93e9540-a961-4c6a-b7d4-26a2af797a8c,2021,Oklahoma,Osage County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,25000.00
60f0bcdf-0ffe-4659-bf5a-210c4099fc30,2021,Oklahoma,Payne County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,20000.00
55106c16-c026-41a9-907d-2910f893726d,2021,Oklahoma,Ponca City Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,29708.00
ece0f347-e26f-42a3-a5a9-6bec3a2b961e,2021,Oklahoma,Pontotoc County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,25000.00
37c39277-7dbd-413e-9640-4e4f4cfe18c2,2021,Oklahoma,Pryor Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,10000.00
415e4560-3dec-42c5-aebb-9e95d8cbfc3f,2021,Oklahoma,Purcell Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,15000.00
ed93586a-a323-4500-bcca-2e365469c065,2021,Oklahoma,Rogers County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,30000.00
2a118277-936d-48e3-a1b4-a058cf471a31,2021,Oklahoma,Sand Springs Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,10637.53
c653ed41-36ac-4672-9416-14ff34440567,2021,Oklahoma,Shawnee/Pottawatomie County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,50000.00
0f6c14c7-8f2c-4f0e-9692-faf9f248fabe,2021,Oklahoma,Stephens County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,38992.13
fc06d62b-a1eb-4a6b-99d0-dc7311f39bba,2021,Oklahoma,Stillwater Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,50000.00
48c524a3-b6b8-4521-a262-f41ddbe8b002,2021,Oklahoma,Tahlequah/Cherokee County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,22500.00
7a12e175-2b37-4718-903d-ecd3fad68c8b,2021,Oklahoma,Texas County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,40000.00
ae27db19-feb0-435c-ad65-d3967e81df49,2021,Oklahoma,Tillman County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,16152.61
8dd75f6d-1c2c-49eb-a428-d200514ef05c,2021,Oklahoma,Tulsa City/Co Area EM,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,79000.00
f04ff3a1-5537-4df3-bc5b-37c1661c989c,2021,Oklahoma,Wagoner County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,20000.00
9940c5b9-d3e9-4e2d-b24c-511447f7dc17,2021,Oklahoma,Washington County/Bartlesville Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,45000.00
2286dede-9394-4e39-9a43-0f676bc69ca0,2021,Oklahoma,Washita County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,20000.00
f36d9dab-226a-46db-90e8-e2f933a8d825,2021,Oklahoma,Wayne Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,1875.00
7fcf442f-1c52-4084-90dc-78e69bfbe723,2021,Oklahoma,Weatherford Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,10000.00
e2fcccae-bd56-411f-b600-2ab4b73a1019,2021,Oklahoma,Woods County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-09-01T00:00:00.000Z,2024-08-01T00:00:00.000Z,EMPG,20000.00
056c9e9f-eef5-42f6-bc6a-ec2979d5ccf5,2021,Oregon,Baker County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,69522.00
5daa2461-dbad-43ca-9c15-7e0b2005b75d,2021,Oregon,"Beaverton, City of",developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,120184.00
47b8c886-7741-469a-b74a-72f20eeb8a57,2021,Oregon,Benton County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,101911.00
1c0fba6d-3ee5-404d-a780-845f4848b90c,2021,Oregon,Clackamas County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,239608.00
2fc83b3e-738c-4a9d-a4e1-d69323f9e0c8,2021,Oregon,Clatsop County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,76330.00
4d86e8e7-c5ee-4af4-85ce-0f2f39bb9292,2021,Oregon,Columbia County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,84209.00
d247b784-68d2-4443-a4ed-46abcc0c5292,2021,Oregon,Confederated Tribes of Grand Ronde,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,62500.00
f5d2819f-c6e7-44c6-8294-0da27f48fba6,2021,Oregon,Confederated Tribes of the Siletz Indians,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,62500.00
06f723f5-cf78-4032-8011-a616a53551c8,2021,Oregon,Coos County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,88791.00
512cf0c7-5db6-449f-8cdd-98ef5f53894d,2021,Oregon,Cow Creek Band of Umpqua Tribe of Indians,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,62500.00
a6785210-8710-4197-a8e0-46276ff42be2,2021,Oregon,Crook County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,72233.00
eee7520b-5b63-4b0e-9092-f7400481f78b,2021,Oregon,Curry County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,51544.00
3af517f1-9cbb-4d81-88c8-523af7ad2797,2021,Oregon,Deschutes County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,140828.00
ba6387f9-9f26-4902-9e21-4730806aad9f,2021,Oregon,Douglas County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,114227.00
18c05237-4be9-44b4-a910-808c3ff3c114,2021,Oregon,"Eugene, City of",developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,163432.00
e0b7f9b1-5b86-419e-9664-eca0e2fd747a,2021,Oregon,Gilliam County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,50973.00
9d85bbef-28e5-4027-894b-5ad4d1f0313c,2021,Oregon,Grant County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,47799.00
a9b2f3f2-7ee6-40f2-868a-81d8cb04084e,2021,Oregon,"Gresham, City of",developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,102732.00
2fd53cf5-0a0d-49d2-8e85-89adf216f00e,2021,Oregon,Harney County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,56239.00
403a0bb0-f878-4306-a291-2e381fccd77e,2021,Oregon,Hood River County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,40588.00
8d7df6c9-83de-498f-ab5b-499a8e6e7b4c,2021,Oregon,Jackson County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,155199.00
a1b4270f-69cb-4659-ac65-cfec96aaf09d,2021,Oregon,Jefferson County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,72509.00
79357fe3-3445-45fc-9450-8e54890a5ec2,2021,Oregon,Josephine County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,98444.00
ebdfd951-5ea2-4bed-9f25-76671bd45c67,2021,Oregon,Klamath County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,90768.00
978e1e4b-6d01-4577-890f-2f58c3eb65dd,2021,Oregon,Klamath Tribe,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,12695.00
1e87086e-fa62-4e86-875e-c01c0b98bb4a,2021,Oregon,Lake County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,53766.00
d79829eb-9916-47b3-9450-eb7cdfeda260,2021,Oregon,Lane County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,225860.00
acb92099-c77d-4ac4-8ea1-eadea0760696,2021,Oregon,Lincoln County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,82553.00
a1d56a29-0953-4dee-85ba-a5bf923bea0d,2021,Oregon,Linn County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,116985.00
1c169aa9-8ec1-4a8b-8b2a-2ba9ebc7cb9c,2021,Oregon,Linn County,Enhancecapabilitiestorecoverfromallhazardsevents,2021-10-01T00:00:00.000Z,2023-09-01T00:00:00.000Z,EMPG-ARPA,57404.00
875f5aab-9697-4694-8ac6-9700abce90c2,2021,Oregon,Local funds to reallocate,AdministerandmanagetheHomelandSecurityGrantProgram,2021-10-01T00:00:00.000Z,2023-09-01T00:00:00.000Z,EMPG,404976.00
daf091db-0aff-4a8b-9f73-415afb40ffae,2021,Oregon,Malheur County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,57517.00
37d795a0-f17f-41bb-b2be-e81270f2238a,2021,Oregon,Marion County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,207425.00
faf9e1e0-0486-416e-bd47-0a5a09627db2,2021,Oregon,Morrow County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,44249.00
998d49f0-acdc-4d2e-a09d-87cb22a00745,2021,Oregon,Multnomah County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,408470.00
30684cf0-27b5-4c82-bc4a-7ce645cfaf22,2021,Oregon,Oregon Department of Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2023-09-01T00:00:00.000Z,EMPG-ARPA,1456720.00
2108f0b3-91de-45fe-8577-7a7c2834e94b,2021,Oregon,Polk County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,97300.00
b64a7bab-7d70-416e-96a1-9e33fe0da5a5,2021,Oregon,"Portland, City of",developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,448903.00
d9d9ab0b-c951-4a5b-b2ab-898d90075819,2021,Oregon,"Salem, City of",developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,144806.00
94c3964e-f6e7-4be3-874c-d3cae7f6d8fa,2021,Oregon,Sherman County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,48783.00
aaee71d6-6dc3-4236-abbf-b850fb659a05,2021,Oregon,Tillamook County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,59652.00
cad26356-aa48-4d0e-877c-03ee06179881,2021,Oregon,Umatilla County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,96340.00
1540fde3-2a85-4b52-9ef9-65ad5a3cf999,2021,Oregon,Union County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,73815.00
77cb99a3-2d32-490c-837c-00ffc1ad7c75,2021,Oregon,Wallowa County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,39111.00
90b86a82-305e-48b8-b0f9-26ccee3d7328,2021,Oregon,Wasco County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,52711.00
51800cb8-c7d4-4d96-a75e-6ac8a60b01e6,2021,Oregon,Washington County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,321638.00
bf7b48c4-e189-4201-9cb6-684059041e86,2021,Oregon,Wheeler County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,39417.00
6dfba539-731a-4ce2-88be-697a1d93c7d9,2021,Oregon,Yamhill County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-10-01T00:00:00.000Z,2022-09-01T00:00:00.000Z,EMPG,112598.00
54cb3e78-d6bd-4749-b64b-487c9f0c2520,2021,Pennsylvania,EMPG  Counties,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2023-09-01T00:00:00.000Z,EMPG,4911747.77
af638868-a604-47be-a6b7-27a051c969d1,2021,Pennsylvania,EMPG  Counties,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2020-10-01T00:00:00.000Z,2023-09-01T00:00:00.000Z,EMPG-ARPA,753578.00
4c1730fd-bcf4-4f09-ba77-6199231eea2e,2021,Pennsylvania,EMPG- PEMA,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-07-01T00:00:00.000Z,2023-06-01T00:00:00.000Z,EMPG,380747.46
53dd0fbf-83c5-4b0f-b742-e7bce18a633e,2021,Pennsylvania,EMPG- PEMA,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-07-01T00:00:00.000Z,2023-06-01T00:00:00.000Z,EMPG-ARPA,304828.00
cb2d6bd4-8c56-48ed-83c4-033b3d6b5dd2,2021,Pennsylvania,EMPG- PEMA,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-07-01T00:00:00.000Z,2023-09-01T00:00:00.000Z,EMPG,5324641.76
c1a8ce66-1ce4-426e-832e-d8054787bae0,2021,Pennsylvania,EMPG- PEMA,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2021-07-01T00:00:00.000Z,2023-09-01T00:00:00.000Z,EMPG-ARPA,1602652.59
b40c083e-01c7-4a59-9de8-597c42ee99dd,2021,Pennsylvania,EMPG- PEMA,developenhanceplansproceduresandprotocols,2020-07-01T00:00:00.000Z,2022-06-01T00:00:00.000Z,EMPG,75705.54
d713d9c7-ffb8-45b3-95b9-60225562973d,2021,Pennsylvania,EMPG- PEMA,developenhanceplansproceduresandprotocols,2020-07-01T00:00:00.000Z,2022-06-01T00:00:00.000Z,EMPG-ARPA,177709.00
61bda654-d84a-46ab-b896-31c64748b89c,2021,Pennsylvania,EMPG- PEMA,developenhanceplansproceduresandprotocols,2021-07-01T00:00:00.000Z,2023-07-01T00:00:00.000Z,EMPG,122979.22
4acd6fd0-79f7-4091-a482-772cfc67641d,2021,Pennsylvania,EMPG- PEMA,developenhanceplansproceduresandprotocols,2021-07-01T00:00:00.000Z,2023-07-01T00:00:00.000Z,EMPG-ARPA,214185.41
